id_street;street;id_key_access
1090;4-й Полевой переулок;1177
1091;Малый Ивановский переулок;1178
1092;2-я Прогонная;1179
1093;Ангелово;1180
1094;Осеченки;1182
1095;Планерная;1184
1096;Мещерский переулок;1188
1097;Верхний Посад;1190
1098;Старобитцевская;1191
1099;Ступинский переулок;1192
1100;Тихомирова;1194
1101;Лестева;1195
1102;Лобня;1196
1103;Чиверево;1198
1104;Вешняковская;1199
1105;Крестовоздвиженский переулок;1200
1106;5-й Монетчиковский переулок;1201
1107;2-й Котельнический переулок;1202
1108;1-й Рижский переулок;1203
1109;Комплекс " Синяя птица";1204
1110;Филипповский переулок;1205
1111;Вадковский переулок;1206
1112;переулок Каменная Слобода;1207
1113;Бакулева;1208
1114;Витебская;1209
1115;Плетениха;1210
1116;Песчаный переулок;1211
1117;Хотча;1212
1118;Бородки;1213
1119;Ельнинская;1214
1120;Дудкино;1215
1121;Маршала Новикова;1216
1122;Всеволода Вишневского;1217
1123;Бутиковский переулок;1218
1124;2-й Казачий переулок;1219
1125;Лобанова;1220
1126;4-я Новокузьминская;1222
1127;Полковая;1223
1128;Слесарный переулок;1224
1129;Рахмановский переулок;1225
1130;Новые горки;1226
1131;Cуздальская;1227
1132;Ларюшино;1228
1133;6-й Рощинский проезд;1229
1134;Шелепихинская набережная;1230
1135;Василисы Кожиной;1231
1136;Новопетровская;1232
1137;Шухова;1233
1138;2-я Квесисская;1234
1139;Болотниковская;1236
1140;Институтский переулок;1237
1141;Маши Порываевой;1239
1142;Коштоянца;1240
1143;Одесская;1241
1144;Госпитальный вал;1242
1145;Перерва;1244
1146;Зацепа;1246
1147;Берзарина;1247
1148;Петрозаводская (метро Речной Вокзал);1248
1149;Краснобогатырская;1249
1150;Малая Остроумовская;1251
1151;Братиславская;1252
1152;Звездный бульвар;1254
1153;Шелепихинское шоссе;1256
1154;4-й Марьиной рощи проезд;1258
1155;Лавочкина;1259
1156;Подкопаевский переулок;1261
1157;Орлово-Давыдовский переулок;1263
1158;Вокзальный переулок;1264
1159;Верхние поля;1265
1160;Башиловская;1266
1161;Волжский бульвар;1268
1162;Саморы Машела;1269
1163;Никулино мкр. 1;1270
1164;Смирновская;1271
1165;Южнобутовская;1272
1166;Литовский бульвар;1273
1167;Уральская;1274
1168;Изюмская;1275
1169;Открытое шоссе;1277
1170;6-й Монетчиковский переулок;1279
1171;Дубнинская;1280
1172;Большая Очаковская;1281
1173;Новомарьинская;1283
1174;Семинарский тупик;1285
1175;Песочный переулок;1286
1176;2-й Крестовский переулок;1287
1177;Коровинское шоссе;1288
1178;Клары Цеткин;1289
1179;Новая;1290
1180;Луговой проезд;1291
1181;Волгоградский проспект;1292
1182;Авиамоторная;1293
1183;Старослободская;1294
1184;Солдатская;1295
1185;Звонарский переулок;1297
1186;Малый Предтеченский;1298
1187;Староватутинский переулок;1299
1188;Рублево-2;1300
1189;3-я Филевская;1301
1190;Товарищеский переулок;1302
1191;Дмитровский проезд;1303
1192;Миклухо-Маклая;1304
1193;Мневники (метро Полежаевская);1305
1194;Сивашская;1306
1195;Зацепский Вал;1307
1196;Валдайский проезд;1308
1197;1-й Тушинский проезд;1310
1198;1-й Казачий переулок;1313
1199;Химкинский бульвар;1315
1200;Менжинская;1316
1201;4-й Верхний Михайловский проезд;1317
1202;Пролетарский проспект;1318
1203;2-я Филевская;1319
1204;Пыжевский переулок;1320
1205;Широкая;1321
1206;Богородский Вал;1323
1207;Конный переулок;1324
1208;Иванетеевская;1325
1209;1-й Кожуховский переулок;1326
1210;Тучковская;1327
1211;13-я Парковая;1328
1212;Малая Коммунистическая;1329
1213;Гороховский переулок;1330
1214;Большой Татарский переулок;1331
1215;2-й Раушский переулок;1332
1216;Светлый проезд;1333
1217;Шлюзовая набережная;1335
1218;Беговой проезд;1336
1219;Бакинская;1338
1220;Мякинино;1339
1221;Алымова;1340
1222;Поздняково;1341
1223;1-й Балтийский переулок;1342
1224;Никоновский переулок;1343
1225;Старопетровский проезд;1344
1226;Херсонская;1345
1227;Высокая;1346
1228;Душинская;1347
1229;Приорова;1348
1230;Перхушково;1349
1231;2-й Сыромятнический переулок;1350
1232;Новопеределкинская;1351
1233;Маршала Тимошенко;1352
1234;Вильнюсская;1353
1235;11-я  Текстильщиков;1354
1236;Береговой проезд;1355
1237;4-й Войковский проезд;1356
1238;Коминтерна;1357
1239;Новоспасское;1359
1240;5-я Сокольническая;1360
1241;1-я Боевская;1361
1242;Серпуховской переулок;1362
1243;Полярная;1363
1244;6-я Кожуховская;1364
1245;Пожарского;1365
1246;Кунцево-2;1367
1247;Галицино;1368
1248;Жулебинский бульвар;1369
1249;Средний Кондратьевский переулок;1371
1250;Старомарьинское шоссе;1372
1251;Гостиничная;1373
1252;Дмитровский переулок;1374
1253;Ремизова;1375
1254;переулок Капранова;1376
1255;Академика Челомея;1377
1256;Дыбенко;1378
1257;Чертановская;1379
1258;Щелковское шоссе;1380
1259;Ксеньинский переулок;1381
1260;Балаклавский проспект;1383
1261;Малый Краснопрудный тупик;1384
1262;Дорохово;1387
1263;Скобелевская;1388
1264;Авиаконструктора Миля;1389
1265;Ясногорская;1390
1266;2-й Павелецкий проезд;1391
1267;Плеханова;1392
1268;Братеевская;1393
1269;2-я Черногрязская;1394
1270;2-й Ботанический проезд;1395
1271;Порядковый переулок;1396
1272;Люблинская;1397
1273;Керамический проезд;1398
1274;Ляпидевского;1399
1275;Мойка;1400
1276;Седова;1402
1277;Захарково;1403
1278;Ставропольская;1405
1279;5-й Войковский проезд;1406
1280;Нагорная;1407
1281;23-24 Квартал Новых Черемушек;1408
1282;5-я Парковая;1409
1283;1-я Пенягинская;1410
1284;Зеленоградская;1411
1285;Шведский тупик;1413
1286;Киевское шоссе;1414
1287;Береговая;1415
1288;Островной проезд;1416
1289;Солдатский переулок;1417
1290;Врубеля;1418
1291;Велозаводская;1419
1292;1-й Новоподмосковный переулок;1420
1293;бульвар Генерала Карбышева;1421
1294;3-й Крутицкий переулок;1422
1295;Ставнический переулок;1424
1296;Севанская;1425
1297;Большая Набережная;1426
1298;Большой Коптевский проезд.;1427
1299;Таганьково 4;1428
1300;Азовская;1431
1301;Тайнинская;1432
1302;Бабаевская;1433
1303;Рублево;1434
1304;Осташковское шоссе;1435
1305;Валуево;1436
1306;Средняя Калитниковская;1437
1307;Серебрянический переулок;1438
1308;Малая Лубянка;1439
1309;3-й Колобовский переулок;1440
1310;Бобров переулок;1441
1311;Барашевский переулок;1442
1312;Большой Путинковский переулок;1443
1313;Малый Путинковский переулок;1444
1314;Крапивенский переулок;1445
1315;Яузский бульвар;1446
1316;Чертольский переулок;1447
1317;Елисеевский переулок;1448
1318;Композиторская;1449
1319;Кремлевская набережная;1450
1320;Лебяжий переулок;1451
1321;Гончарный проезд;1452
1322;Землянский переулок;1453
1323;Новолесной переулок;1454
1324;Авиационный переулок;1455
1325;Жебрунова;1456
1326;Иерусалимская;1457
1327;Поляна;1459
1328;Горьковское шоссе;1460
1329;Горьковское шоссе;1461
1330;Горьковское шоссе;1462
1331;Рублево-Успенское шоссе;1464
1332;Сухонская;1465
1333;переулок Александра Невского;1467
1334;Юлиуса Фучика;1468
1335;Нижний Таганский тупик;1469
1336;Петропавловский переулок;1470
1337;Тетеринский переулок;1471
1338;Малый Спасоглинищевский переулок;1472
1339;Банковский переулок;1473
1340;Успенский переулок;1475
1341;Богданова;1476
1342;Нагатинская набережная;1477
1343;Сколковское шоссе;1478
1344;Нижняя Башиловка;1479
1345;2-й Новокузнецкий переулок;1480
1346;Черниговский переулок;1481
1347;Мясницкий проезд;1482
1348;Зубовская;1483
1349;Свободы;1484
1350;Большая Почтовая;1486
1351;Немчиново;1487
1352;Рогова;1488
1353;Малая Почтовая;1489
1354;3-й Монетчиковский переулок;1490
1355;Россолимо;1491
1356;Беловежская;1492
1357;Николоямская;1493
1358;3-й Обыденский переулок;1494
1359;Алабино;1495
1360;7-й Ростовский переулок;1496
1361;Туристская;1498
1362;Измайловский проспект;1499
1363;11-я Парковая;1500
1364;Грекова;1501
1365;Старокирочный переулок;1502
1366;Днепропетровская;1504
1367;Стрелецкая;1506
1368;Хлыновский тупик;1508
1369;Осташковское шоссе;1509
1370;Нижний Сусальный переулок;1510
1371;Паршина;1511
1372;Калужское шоссе;1512
1373;Белореченская;1513
1374;Первомайская;1514
1375;Криворожская;1515
1376;Инициативная;1516
1377;Гримау;1517
1378;Тихая;1518
1379;Скульптора Мухиной;1519
1380;Новая Башиловка;1521
1381;Выползов переулок;1522
1382;Ташкентская;1523
1383;Домодедовская;1524
1384;Фортунатовская;1525
1385;2-я Владимирская;1527
1386;Борисовские Пруды;1528
1387;проезд Соломенной Сторожки;1529
1388;1-я Новокузьминская;1531
1389;Малая Калитниковская;1532
1390;Малый Сухаревский переулок;1534
1391;Росинка-3;1535
1392;Артюхиной;1536
1393;Староалексеевская;1537
1394;Весковский тупик;1538
1395;Снежная;1539
1396;Гришина;1540
1397;Кленовый бульвар;1541
1398;Шипиловская;1542
1399;Самеда Вургуна;1544
1400;Теплый Стан;1545
1401;Маршала Федоренко;1547
1402;Отрадная;1548
1403;Пулковская;1549
1404;1-я Ямского Поля;1550
1405;Светлогорский проезд;1551
1406;Артековская;1552
1407;Татищева;1553
1408;Дубровская;1554
1409;Байкальская;1555
1410;Лобачика;1556
1411;Цимлянская;1557
1412;Подольских Курсантов;1558
1413;Иваньковское шоссе;1559
1414;15-я Парковая;1561
1415;Международная;1562
1416;Северное Чертаново;1563
1417;Ивановское;1564
1418;Новорижское шоссе;1565
1419;Кожевнический проезд;1566
1420;Новокуркино;1567
1421;Бутлерова;1568
1422;Гастелло;1569
1423;2-я Останкинская;1570
1424;Барвиха-2;1571
1425;1-й Хорошевский проезд;1572
1426;3-я Красногвардейская;1573
1427;3-й Лихачевский переулок;1574
1428;Введенского;1575
1429;Большой Могильцевский переулок;1576
1430;Жулебинский проспект;1577
1431;Новоясеневский проспект;1578
1432;Павелецкая набережная;1579
1433;Айвазовского;1580
1434;3-й Тишинский переулок;1581
1435;Тарутинская;1582
1436;Бойцовая;1583
1437;Лаптьево;1584
1438;2-е Успенское шоссе;1585
1439;Горьковское шоссе;1586
1440;Горьковское шоссе;1587
1441;Рублево-Успенское шоссе ;1588
1442;1-й Коптельский переулок;1590
1443;Новорижское шоссе;1591
1444;Остров Фантазий;1592
1445;Садовническая набережная;1593
1446;Калужское шоссе;1594
1447;Факультетский переулок;1595
1448;Золотые Ключи 2;1597
1449;Пятнитское шоссе;1598
1450;Неглинная;1599
1451;Шломина проезд;1603
1452;Плетешковский переулок;1605
1453;Неманский проезд;1606
1454;Преображенская;1607
1455;Вешки;1608
1456;Репина;1610
1457;Антонова-Овсеенко;1611
1458;Габричевского;1612
1459;Адмирала Макарова;1613
1460;Мусы Джалиля;1615
1461;проспект Буденного;1617
1462;Воронежская;1618
1463;Вековая;1619
1464;Зеленый проспект;1620
1465;Скарятинский переулок;1621
1466;Малая Пионерская;1622
1467;Нелидовская;1623
1468;1-я Ямская;1624
1469;Набережная Новикова-Прибоя;1625
1470;Сходненская;1626
1471;Федеративный проспект;1627
1472;Лодочная;1628
1473;Ходынский бульвар;1629
1474;Луганская;1630
1475;Ялтинская;1631
1476;Кольская;1632
1477;Марксистский переулок;1633
1478;Поликарпова;1635
1479;Старый Гай;1636
1480;Дежнева;1637
1481;Пенягинская;1638
1482;Егорьевское шоссе;1639
1483;Константинова;1640
1484;Армавирская;1641
1485;Чистова;1642
1486;1-й Саратовский проезд;1643
1487;Окская;1644
1488;Новогиреевская;1645
1489;Машкинские Холмы;1646
1490;Дары Природы;1647
1491;Троице Лыково;1648
1492;Юбилейный проспект;1649
1493;Железнодорожная;1650
1494;Московская;1652
1495;Вересковая;1654
1496;Андреевская набережная;1655
1497;Малый Трехгорный переулок;1656
1498;Соловьина Роща;1657
1499;Охотный ряд;1658
1500;Винокурова;1659
1501;Калужское шоссе;1661
1502;Родионовская;1662
1503;4-й Вятский переулок;1664
1504;Большой Конюшковский переулок;1665
1505;1-я Владимирская;1666
1506;Красноярская;1667
1507;2-й Вражский переулок;1668
1508;2-й Тружеников переулок;1669
1509;2-й Новоподмосковный переулок;1671
1510;Октябрьский переулок;1672
1511;Сумской проезд;1673
1512;Фруктовая;1674
1513;Маршала Вершинина;1675
1514;Студеный проезд;1676
1515;2-й Коротчаровский проезд;1677
1516;Новокосинская;1678
1517;Академика Семенова;1680
1518;Рязанское шоссе;1682
1519;Новорижское шоссе;1684
1520;Кунцево-3;1686
1521;Вилиса Лациса;1687
1522;Краснодарская;1688
1523;Сетунь;1689
1524;2-я Радиаторская;1690
1525;3-я Рыбинская;1691
1526;Прокудинский переулок;1692
1527;Станиславского;1693
1528;Череповецкая;1694
1529;Косинская;1695
1530;Генерала Тюленева;1696
1531;Гвардейская;1697
1532;Клинская;1698
1533;Пересветов переулок;1699
1534;Малая Набережная;1700
1535;2-я Синичкина;1701
1536;Ландышевая;1702
1537;Сайкина;1703
1538;1-е Успенское шоссе;1706
1539;Боровское шоссе;1707
1540;Досфлота проезд;1708
1541;Пантелеевская;1709
1542;Кондратюка;1710
1543;Кронштадтский бульвар;1711
1544;Духовской переулок;1712
1545;Горки 7;1713
1546;Налесный переулок;1715
1547;Казанский переулок;1716
1548;Астрадамский проезд;1717
1549;3-я Радиаторская;1718
1550;Лебедянская;1719
1551;2-я Магистральная;1720
1552;2-й Монетчиковский переулок;1721
1553;переулок Красина;1722
1554;Боровая;1723
1555;Шокальского проезд;1724
1556;Псковская;1725
1557;Гризодубовой;1726
1558;Большая Марфинская;1728
1559;Керченская;1729
1560;Зеленоград;1730
1561;Большой Матросский переулок;1731
1562;Павловская;1732
1563;Горьковское шоссе;1733
1564;Осташковское шоссе;1734
1565;Хованская;1735
1566;Константина Царева;1736
1567;1-й Амбулаторный проезд;1737
1568;Алтайская;1738
1569;Посланников переулок;1739
1570;Ащеулов переулок;1740
1571;Малый Головин переулок;1741
1572;Симферопольское шоссе;1742
1573;Радист;1743
1574;Липки;1744
1575;Медиков;1745
1576;1-е Успенское шоссе;1747
1577;Знаменские садки;1748
1578;Яузская;1750
1579;Заречье;1751
1580;Гурьевский проезд;1752
1581;Малая Трубецкая;1754
1582;Олений Вал;1755
1583;Ореховый бульвар;1756
1584;Новорижское шоссе;1757
1585;1-й Красносельский переулок;1758
1586;Шумкина;1759
1587;Сокольническая Слободка;1760
1588;3-й Хорошевский проезд;1761
1589;Екатерины Будановой;1762
1590;Малый Златоустинский переулок;1763
1591;Московская;1764
1592;Ветрова;1765
1593;4-я  Марьиной Рощи;1766
1594;1-й Рощинский проезд;1767
1595;Горьковское шоссе;1768
1596;проезд Березовой Рощи;1769
1597;Минское шоссе;1770
1598;Бабакина;1771
1599;Митинская;1772
1600;3-я Марьиной Рощи;1773
1601;Неделина;1774
1602;площадь Индиры Ганди;1775
1603;Солнечногорская;1776
1604;4-й Новоподмосковный переулок;1777
1605;3-й Кадашевский переулок;1778
1606;Павшинская пойма;1779
1607;Мытищи;1780
1608;1-й Добрынинский переулок;1781
1609;3-й Добрынинский переулок;1782
1610;Будайская;1783
1611;Малая Черкизовская;1784
1612;Уржумская;1785
1613;Шебашевский проезд;1786
1614;Денисовский переулок;1787
1615;9-я Парковая;1788
1616;Героев Панфиловцев;1789
1617;Угличская;1790
1618;17-й проезд Марьиной Рощи;1791
1619;Староволынская;1792
1620;Бускудниковский бульвар;1793
1621;Басманный переулок;1794
1622;Лесной Простор 2;1795
1623;Истринская;1796
1624;Новые Вешки;1798
1625;Путилково;1799
1626;5-я Кожуховская;1800
1627;Полоцкая;1801
1628;Окипной;1802
1629;проспект Героев Сталинграда;1803
1630;Саксагановского;1805
1631;Малая Житомирская;1806
1632;Васильковская;1807
1633;Ярослав Вал;1808
1634;Большая Житомирская;1809
1635;Тургеневская;1810
1636;Жилянская;1811
1637;2-й Гончарный переулок;1813
1638;9-я Рота;1814
1639;Таможенный проезд;1815
1640;Грина;1816
1641;Санникова;1817
1642;Потешная;1818
1643;Новохорошевский проезд;1819
1644;Куркинское шоссе;1820
1645;Ращупкина;1821
1646;Красных Зорь;1822
1647;Солнцевский проспект;1823
1648;Кочновский проезд;1824
1649;Перуновский переулок;1825
1650;Хачатуряна;1826
1651;Авиаконструктора Микояна;1827
1652;Пилота Нестерова;1828
1653;Малый Рогожский переулок;1829
1654;Большая Семеновская;1830
1655;Лефортовский Вал;1831
1656;3-й Сетуньский проезд;1832
1657;Новорязанское шоссе;1833
1658;Адмирала Лазарева;1834
1659;Чонгарский бульвар;1836
1660;Анны Северьяновой;1837
1661;Инженерная;1838
1662;Сосны;1839
1663;Пресненский переулок;1840
1664;Северная;1843
1665;Литвина-Седого;1845
1666;5-я Соколиной Горы;1846
1667;3-я Сокольническая;1848
1668;Юровская;1849
1669;Барболина;1850
1670;Перервинский бульвар;1851
1671;Красного Маяка;1852
1672;Новорижское шоссе;1853
1673;2-я Новоостанкинская;1854
1674;Новокуркинское шоссе;1855
1675;1-й Павелецкий проезд;1856
1676;1-й Стрелецкий переулок;1857
1677;Атарбекова;1858
1678;Васильцовский Стан;1859
1679;Пивченкова;1860
1680;переулок Добролюбова;1861
1681;Беленовский проезд;1862
1682;Новоостаповская;1863
1683;3-й квартал Капотни;1864
1684;Фабрициуса;1865
1685;Ивановская;1867
1686;Спасский тупик;1868
1687;Столетова;1869
1688;Татьяны Макаровой;1870
1689;Саринский проезд;1873
1690;Ильинское;1874
1691;Щукинская;1875
1692;Новинки;1876
1693;Жигулевская;1877
1694;Есенинский бульвар;1878
1695;Сахалинская;1879
1696;Грайвороновская;1881
1697;Комсомольская;1882
1698;Яна Райниса бульвар;1883
1699;Знаменская;1884
1700;Новорогожская;1885
1701;Муравская;1887
1702;Хлобыстова;1888
1703;Симферопольское шоссе;1889
1704;Молостовых;1890
1705;Коптевская;1891
1706;Лобненская;1892
1707;Преображенский Вал;1893
1708;Очаковская;1894
1709;800-летия Москвы;1895
1710;Академика Туполева наб.;1896
1711;4-я Парковая;1897
1712;Буракова;1898
1713;Ковров переулок;1899
1714;Шубинский переулок;1900
1715;Старокаширское шоссе;1901
1716;4-й Добрынинский переулок;1902
1717;Никольский тупик;1903
1718;Котельники;1904
1719;Марьинский парк;1905
1720;Минское шоссе;1906
1721;Горки-9;1909
1722;Новый Зыковский проезд;1910
1723;Кузнецкий Мост;1911
1724;Сумская;1912
1725;Дубровка;1913
1726;Маршала Голованова;1914
1727;Чистяковой;1915
1728;Абрамцевская;1916
1729;Волоколамский проезд;1918
1730;Магнитогорская;1922
1731;Барвихинская;1923
1732;Бирюлевская;1924
1733;Ботаническая;1925
1734;14-я Парковая;1926
1735;Костромская;1927
1736;Лыткаринская;1928
1737;3-я Черепковская;1929
1738;Наташи Ковшовой;1930
1739;Винницкая;1931
1740;Елены Колесовой;1932
1741;Коленчатый переулок;1934
1742;Ивантеевка;1935
1743;Спартаковская площадь;1936
1744;9-я Соколиной Горы;1937
1745;Измайловский проезд;1938
1746;Научный проезд;1939
1747;Кожевническая;1940
1748;Дохтуровский переулок;1942
1749;Попов проезд;1943
1750;Новочеркасский бульвар;1944
1751;Дербеневская набережная;1945
1752;Добролюбова;1946
1753;Изумрудная;1947
1754;Высоковольный проезд;1948
1755;Северный бульвар;1949
1756;Заповедная;1950
1757;Карамышевский проезд;1951
1758;Пржевальского;1952
1759;Амундсена;1953
1760;Москворечье;1954
1761;Нагорный проезд;1955
1762;Маршала Катукова;1956
1763;Воровского;1957
1764;Поречная;1958
1765;Горчакова;1959
1766;Малахитовая;1960
1767;Павшинский бульвар;1961
1768;Эльдорадовский переулок;1962
1769;Саянская;1963
1770;Пречистенская набережная;1964
1771;1-я Хуторская;1965
1772;Новорижское шоссе;1966
1773;Докукина;1967
1774;Дубровский проезд;1969
1775;Палехская;1970
1776;Юрловский проезд;1971
1777;Ереванская;1973
1778;Славянка;1974
1779;Гжатская;1975
1780;Самаринская;1976
1781;Академика Павлова;1977
1782;бульвар Дмитрия Донского;1978
1783;Юных Ленинцев;1979
1784;Белозерская;1980
1785;Калужское шоссе;1981
1786;Ясный проезд;1982
1787;Новгородская;1983
1788;Большой Трехгорный переулок;1984
1789;5-й Красносельский переулок;1985
1790;Кременчугская;1986
1791;Колымажный переулок;1987
1792;Холмогорская;1988
1793;Домодедово;1989
1794;Перекопская;1990
1795;Паустовского;1991
1796;Новорязанское шоссе;1992
1797;Федюково;1993
1798;Пресненская набережная;0
1799;Щетининский переулок;NULL
1800;Соколово-Мещерская;NULL
1801;Трубная площадь;NULL
1802;1-я улица Бебеля;NULL
1803;Вяземская;NULL
1804;Носовихинское шоссе;NULL
1805;Бехтерева;NULL
1806;1-й Краснокурсантский проезд;NULL
1807;Наличная;NULL
1808;Малыгина;NULL
1809;2-й Южнопортовый проезд;NULL
1810;Дубравная;NULL
1811;Никольская;NULL
1812;1-я  Машиностроения;NULL
1813;Корнейчука;NULL
1814;Братская;NULL
1815;проезд Дежнева;NULL
1816;Востряковский проезд;NULL
1817;2-я линия Хорошевского Серебряного Бора;NULL
1818;Мироновская;NULL
1819;Малый Предтеченский переулок;NULL
1820;Спортивный проезд;NULL
1821;1-я Прядильная;NULL
1822;проезд Шокальского;NULL
1823;5-я  Ямского Поля;NULL
1824;Мневники;NULL
1825;Козлова;NULL
1826;Лермонтовский проспект;NULL
1827;Генерала Кузнецова;NULL
1828;3-й Автозаводский проезд;NULL
1829;Россошанский проезд;NULL
1830;Садовники;NULL
1831;Саранская;NULL
1832;Шмидта;NULL
1833;Софьи Ковалевской;NULL
1834;Олимпийская Деревня;NULL
1835;2-я Парковая;NULL
1836;Маршала Кожедуба;NULL
1837;Пестеля;NULL
1838;проезд Серебрякова;NULL
1839;Хабаровская;NULL
1840;Мастеркова;NULL
1841;3-я Владимирская;NULL
1842;Пронская;NULL
1843;2-я Бородинская;NULL
1844;Клочкова;NULL
1845;Игарский проезд;NULL
1846;Воротынская;NULL
1847;1-й Автозаводский проезд;NULL
1848;Миллионная;NULL
1849;Ясеневая;NULL
1850;1-я Мякининская;NULL
1851;Боженко;NULL
1852;Маршала Полубоярова;NULL
1853;10-я  Соколиной Горы;NULL
1854;Высоковольтный проезд;NULL
1855;Тушинская;NULL
1856;Академика Миллионщикова;NULL
1857;Сурикова;NULL
1858;Академика Понтрягина;NULL
1859;Малый Саввинский переулок;NULL
1860;2 Павловский переулок;NULL
1861;Таманская;NULL
1862;Менжинского;NULL
1863;Асеева;NULL
1864;Солнечногорский проезд;NULL
1865;Кипренского;NULL
1866;переулок Сивцев Вражек;NULL
1867;Маршала Катукова (дублер);NULL
1868;3-й Донской проезд;NULL
1869;Ростовская набережная;NULL
1870;Максимова;NULL
1871;3-й проезд Марьиной Рощи;NULL
1872;Верхняя Первомайская;NULL
1873;3-я Институтская;NULL
1874;4-я Гражданская;NULL
1875;Академика Опарина;NULL
1876;Окружной проезд;NULL
1877;3-я  Ямского Поля;NULL
1878;Судостроительная;NULL
1879;Симферопольский проезд;NULL
1880;9-й микрорайон Куркино;NULL
1881;Краснодонская;NULL
1882;Нагорный бульвар;NULL
1883;Живарев переулок;NULL
1884;Шенкурский проезд;NULL
1885;Алма-Атинская;NULL
1886;Курганская;NULL
1887;Академика Бочвара;NULL
1888;Заводской проезд;NULL
1889;бульвар Яна Райниса;NULL
1890;проспект Андропова;NULL
1891;Бескудниковский бульвар;NULL
1892;Ухтомская;NULL
1893;микрорайон Северное Чертаново;NULL
1894;микрорайон Бутово Парк;NULL
1895;Наримановская;NULL
1896;переулок Обуха;NULL
1897;Серпуховский переулок;NULL
1898;проезд Черепановых;NULL
1899;Плющева;NULL
1900;Михалковская;NULL
1901;Гаврикова;NULL
1902;Прибрежный проезд;NULL
1903;Юности;NULL
1904;38-й квартал Юго-Запада;NULL
1905;Россошанская;NULL
1906;Чечерский проезд;NULL
1907;3-й Михалковский переулок;NULL
1908;Александра Солженицына;NULL
1909;Плещеева;NULL
1910;Снайперская;NULL
1911;Турчанинов переулок;NULL
1912;Летчика Бабушкина;NULL
1913;5-й Рощинский проезд;NULL
1914;Серпуховский Вал;NULL
1915;Просторная;NULL
1916;Сосновая аллея;NULL
1917;Первомайская аллея;NULL
1918;2-й Донской проезд;NULL
1919;Рождественская;NULL
1920;Гамалеи;NULL
1921;Лукинская;NULL
1922;Волжский Бульвар квартал 95;NULL
1923;Цюрупы;NULL
1924;Суздальская;NULL
1925;4-я Сокольническая;NULL
1926;Элеваторная;NULL
1927;Петрозаводская;NULL
1928;Малая Ботаническая;NULL
1929;Рословка;NULL
1930;шоссе Энтузиастов;NULL
1931;Ибрагимова;NULL
1932;2-я Сокольническая;NULL
1933;1-я  Ямского Поля;NULL
1934;7-я  Текстильщиков;NULL
1935;2-й Очаковский переулок;NULL
1936;Молокова;NULL
1937;Мусоргского;NULL
1938;Святоозерская;NULL
1939;Тарусская;NULL
1940;Мартыновский переулок;NULL
1941;Малая Калужская;NULL
1942;Академика Виноградова;NULL
1943;Молдагуловой;NULL
1944;2-й Люберецкий проезд;NULL
1945;Вятская;NULL
1946;Кубанская;NULL
1947;3-й Волоколамский проезд;NULL
1948;Чусовская;NULL
1949;Кубинка;NULL
1950;Саляма Адиля;NULL
1951;Борисовский проезд;NULL
1952;Гурьянова;NULL
1953;Самотечная площадь;NULL
1954;проезд Одоевского;NULL
1955;Нижняя Первомайская;NULL
1956;Большой Демидовский переулок;NULL
1957;шоссе Фрезер;NULL
1958;8-я  Соколиной Горы;NULL
1959;Циолковского;NULL
1960;3-й Люберецкий проезд;NULL
1961;Степана Шутова;NULL
1962;Судакова;NULL
1963;Ленинградский проспект (дублер);NULL
1964;2-я  Синичкина;NULL
1965;Чечулина;NULL
1966;Петра Романова;NULL
1967;8-я  Текстильщиков;NULL
1968;Зюзинская;NULL
1969;6-я Парковая;NULL
1970;Донецкая;NULL
1971;переулок Расковой;NULL
1972;Малая Дорогомиловская;NULL
1973;Соловьиная Роща;NULL
1974;1-й Голутвинский переулок;NULL
1975;Тихорецкий бульвар;NULL
1976;Главмосстроя;NULL
1977;Воскресенская;NULL
1978;Подмосковная;NULL
1979;1-й Лесной переулок;NULL
1980;Бестужевых;NULL
1981;Березовая аллея;NULL
1982;Мякининский проезд;NULL
1983;Рижский проезд;NULL
1984;Маршала Баграмяна;NULL
1985;Измайловский бульвар;NULL
1986;6-я Радиальная;NULL
1987;Саперный проезд;NULL
1988;Староватутинский проезд;NULL
1989;Варсонофьевский переулок;NULL
1990;Мичуринский проспект, Олимпийская Деревня;NULL
1991;Голубинская;NULL
1992;4-й Очаковский переулок;NULL
1993;Академика Бакулева;NULL
1994;Газопровод;NULL
1995;Стромынский переулок;NULL
1996;Нарвская;NULL
1997;Кухмистерова;NULL
1998;Борисовская;NULL
1999;Никитинская;NULL
2000;Большой Коптевский проезд;NULL
2001;Затонная;NULL
2002;Ивантеевская;NULL
2003;7-я Парковая;NULL
2004;Перовское шоссе;NULL
2005;Авиаторов;NULL
2006;1-й Нагатинский проезд;NULL
2007;Соловьиный проезд;NULL
2008;проезд Толбухина;NULL
2009;бульвар Маршала Рокоссовского;NULL
2010;Новопесчаная;NULL
2011;Средняя Первомайская;NULL
2012;Тарханская;NULL
2013;Осташковская;NULL
2014;2-я Прядильная;NULL
2015;площадь Красные Ворота;NULL
2016;район Проспект Вернадского;NULL
2017;Рублевское шоссе (дублер);NULL
2018;2-й Красносельский переулок;NULL
2019;Коломенский проезд;NULL
2020;Сальвадора Альенде;NULL
2021;Энергетическая;NULL
2022;10-я Парковая;NULL
2023;6-я  Новые Сады;NULL
2024;проспект Защитников Москвы;NULL
2025;5-я  Соколиной Горы;NULL
2026;проспект Маршала Жукова (дублер);NULL
2027;3-я Карачаровская;NULL
