id_street;street;id_key_access
2028;3-я линия Хорошевского Серебряного Бора;NULL
2029;Римского-Корсакова;NULL
2030;Сосновая;NULL
2031;набережная Академика Туполева;NULL
2032;бульвар Матроса Железняка;NULL
2033;1-й Кожуховский проезд;NULL
2034;Калмыков переулок;NULL
2035;Говорова;NULL
2036;Центральный проезд Хорошевского Серебряного Бора;NULL
2037;Рудневка;NULL
2038;Троилинский переулок;NULL
2039;Якиманский переулок;NULL
2040;2-я Бауманская;NULL
2041;Шкулева;NULL
2042;Производственная;NULL
2043;Шепелюгинская;NULL
2044;9-я  Соколиной Горы;NULL
2045;Малая Семеновская;NULL
2046;1-я линия Хорошевского Серебряного Бора;NULL
2047;2-я  Марьиной Рощи;NULL
2048;Самокатная;NULL
2049;Кадырова;NULL
2050;Коккинаки;NULL
2051;Верейская;NULL
2052;4-я линия Хорошевского Серебряного Бора;NULL
2053;4-й Красносельский переулок;NULL
2054;проспект 40 лет Октября;NULL
2055;Детская;NULL
2056;2-я Лыковская;NULL
2057;Лужнецкий проезд;NULL
2058;Старый Петровско-Разумовский проезд;NULL
2059;переулок Огородная Слобода;NULL
2060;2-й Новый переулок;NULL
2061;площадь Земляной Вал;NULL
2062;Волынская;NULL
2063;3-й Cамотечный переулок;NULL
2064;Самаркандский Бульвар квартал 137А;NULL
2065;Новороссийская;NULL
2066;Рублевский проезд;NULL
2067;Ключевая;NULL
2068;3-й Балтийский переулок;NULL
2069;Измайловская площадь;NULL
2070;1-й Очаковский переулок;NULL
2071;Леси Украинки;NULL
2072;проезд Аэропорта;NULL
2073;1-я  Новые Сады;NULL
2074;Кожевнический Вражек;NULL
2075;проезд Ольминского;NULL
2076;3-я Кабельная;NULL
2077;Ломоносовский проспект (дублер);NULL
2078;Напольный проезд;NULL
2079;Писцовая;NULL
2080;Нагатинская;NULL
2081;Штурвальная;NULL
2082;Кусковская;NULL
2083;Дорожная;NULL
2084;Ленская;NULL
2085;Верхняя аллея;NULL
2086;Авиаконструктора Яковлева;NULL
2087;Алымов переулок;NULL
2088;Маршала Савицкого;NULL
2089;Шолохова;NULL
2090;Лазаревский переулок;NULL
2091;Летчика Грицевца;NULL
2092;2-й Автозаводский проезд;NULL
2093;Новохохловская;NULL
2094;Бартеневская;NULL
2095;5-я Магистральная;NULL
2096;Бориса Жигуленкова;NULL
2097;Кашенкин Луг;NULL
2098;Металлургов;NULL
2099;Амурская;NULL
2100;Анадырский проезд;NULL
2101;Комсомольский проспект (дублер);NULL
2102;2-й проезд Марьиной Рощи;NULL
2103;2-я  Бухвостова;NULL
2104;Коломенская;NULL
2105;Маршала Мерецкова;NULL
2106;1-й Новомихалковский проезд;NULL
2107;проезд Стратонавтов;NULL
2108;Мукомольный проезд;NULL
2109;1-й Дачно-Мещерский проезд;NULL
2110;Поляны;NULL
2111;Верещагина;NULL
2112;Дегунинская;NULL
2113;Горлов тупик;NULL
2114;бульвар Адмирала Ушакова;NULL
2115;2-й Кожевнический переулок;NULL
2116;Коновалова;NULL
2117;Липецкая;NULL
2118;Бобруйская;NULL
2119;Алексея Свиридова;NULL
2120;Клязьминская;NULL
2121;Ткацкая;NULL
2122;1-я Парковая;NULL
2123;Большая Косинская;NULL
2124;Колодезный переулок;NULL
2125;Красный Казанец;NULL
2126;Ангелов переулок;NULL
2127;Отрадный проезд;NULL
2128;2-я  Машиностроения;NULL
2129;Сыромятнический проезд;NULL
2130;проезд Кадомцева;NULL
2131;Федора Полетаева;NULL
2132;Спартаковский переулок;NULL
2133;Рокотова;NULL
2134;Сыромятническая набережная;NULL
2135;проезд Русанова;NULL
2136;проезд Донелайтиса;NULL
2137;площадь Тверская Застава;NULL
2138;Таганская площадь;NULL
2139;Верхоянская;NULL
2140;Бунинская Аллея;NULL
2141;Союзный проспект;NULL
2142;3-й Митинский переулок;NULL
2143;Малый Татарский переулок;NULL
2144;Хвалынский бульвар;NULL
2145;;NULL
2146;аллея Витте;NULL
2147;Салтыковская;NULL
2148;Молдавская;NULL
2149;Ратная;NULL
2150;Бережковская наб. д 12АС2;NULL
2151;Талдомская;NULL
2152;2-й Брянский переулок;NULL
2153;4-й Стрелецкий проезд;NULL
2154;проезд Нансена;NULL
2155;Южный административный округ, микрорайон Северное Чертаново;NULL
2156;Дубосековская;NULL
2157;Ленинский проспект (дублер);NULL
2158;Суворовская;NULL
2159;3-я Новоостанкинская;NULL
2160;РџСЂРѕС„СЃРѕСЋР·РЅР°СЏ СѓР»РёС†Р°;NULL
2161;СѓР»РёС†Р° РќР°СЂРѕРґРЅРѕРіРѕ РћРїРѕР»С‡РµРЅРёСЏ;NULL
2162;Олонецкий проезд;NULL
2163;3-я  Бухвостова;NULL
2164;1-й Волоколамский проезд;NULL
2165;Воловья;NULL
2166;Воронцовский переулок;NULL
2167;Лавров переулок;NULL
2168;Кузьминская;NULL
2169;Кавказский бульвар;NULL
2170;Крюковская;NULL
2171;Чичерина;NULL
2172;Авангардная;NULL
2173;Коптевский бульвар;NULL
2174;26 Бакинских Комиссаров;NULL
2175;Большая Юшуньская;NULL
2176;Раушская набережная;NULL
2177;Театральный проезд;NULL
2178;3-й Павловский переулок;NULL
2179;1-я Муравская;NULL
2180;Лосевская;NULL
2181;Чоботовская;NULL
2182;1812-го Года;NULL
2183;Совхозная;NULL
2184;3-й Силикатный проезд;NULL
2185;Пятницкое шоссе, 6-й километр;NULL
2186;проспект 60 лет Октября;NULL
2187;1-я Крылатская;NULL
2188;Весенняя;NULL
2189;Академика Глушко;NULL
2190;Лазо;NULL
2191;Малышева;NULL
2192;Трубецкая;NULL
2193;Печатников переулок;NULL
2194;4-й Стрелецкий переулок;NULL
2195;Дмитровское шоссе в направлении мкад;NULL
2196;2-й Верхний Михайловский проезд;NULL
2197;3-я Гражданская;NULL
2198;аллея Космонавтов;NULL
2199;1-й Войковский проезд;NULL
2200;Челябинская;NULL
2201;2-й Саратовский проезд;NULL
2202;Балчуг;NULL
2203;Батайский проезд;NULL
2204;путепровод Комдива Орлова;NULL
2205;Можайское шоссе (дублер);NULL
2206;Фрязевская;NULL
2207;Самаркандский бульвар;NULL
2208;Ротерта;NULL
2209;Вучетича;NULL
2210;Орехово-Зуевский проезд;NULL
2211;Берсеневская набережная;NULL
2212;Коненкова;NULL
2213;Госпитальный переулок;NULL
2214;1-й проезд Марьиной Рощи;NULL
2215;Москворецкая;NULL
2216;Цандера;NULL
2217;3-й Дорожный проезд;NULL
2218;Малая Красносельская;NULL
2219;Родниковая;NULL
2220;Новый проезд;NULL
2221;Тамбовская;NULL
2222;Щелковский проезд;NULL
2223;Брусилова;NULL
2224;Михайлова;NULL
2225;Зельев переулок;NULL
2226;Москва,  Василисы Кожиной;NULL
2227;Москва,  Маршала Рыбалко;NULL
2228;Подольская;NULL
2229;Москва, Селезневская;NULL
2230;Первомайский проезд;NULL
2231;Малый Факельный переулок;NULL
2232;1-я Радиаторская;NULL
2233;Москва, Фрунзенская набережная;NULL
2234;Академика Янгеля;NULL
2235;Марии Поливановой;NULL
2236;2-й Войковский проезд;NULL
2237;Веневская;NULL
2238;Москва,  Кутузова;NULL
2239;Москва,  Лесная;NULL
2240;Варшавское шоссе (дублер);NULL
2241;Москва, Малая Семеновская;NULL
2242;Москва,  Маши Порываевой;NULL
2243;Шипиловский проезд;NULL
2244;Москва, Первомайская;NULL
2245;2-й Кожуховский проезд;NULL
2246;Ореховый проезд;NULL
2247;Подъемный переулок;NULL
2248;Заречная;NULL
2249;Малый Калитниковский проезд;NULL
2250;Москва, 5-я Кожуховская;NULL
2251;Москва, Малая Грузинская;NULL
2252;Москва,  Академика Анохина;NULL
2253;Москва, Поречная;NULL
2254;Москва,  Космонавтов;NULL
2255;Москва, Новолесной переулок;NULL
2256;Линейный проезд;NULL
2257;Коктебельская;NULL
2258;Москва, Измайловский проезд;NULL
2259;Москва, Осенний бульвар;NULL
2260;Москва, Казарменный переулок;NULL
2261;Москва, 3-я Красногвардейская;NULL
2262;Москва, Милютинский переулок;NULL
2263;Москва,  Ватутина;NULL
2264;Русаковская набережная;NULL
2265;Москва, 1-й Нагатинский проезд;NULL
2266;Москва, Малый Тишинский переулок;NULL
2267;Булатниковская;NULL
2268;Москва,  Новый Арбат;NULL
2269;Москва, Большой Левшинский переулок;NULL
2270;Москва, Байкальская;NULL
2271;Москва, Береговая;NULL
2272;Москва, Звенигородское шоссе;NULL
2273;Москва, Люсиновская;NULL
2274;Москва, Большая Набережная;NULL
2275;Москва,  Большая Дмитровка;NULL
2276;Веселая;NULL
2277;Москва,  Большая Якиманка;NULL
2278;Москва, Чонгарский бульвар;NULL
2279;аллея Жемчуговой;NULL
2280;Москва, площадь Победы;NULL
2281;Москва,  Малая Полянка;NULL
2282;Москва, Беговая;NULL
2283;Москва, Валовая;NULL
2284;Москва, Можайское шоссе;NULL
2285;Москва, Новоясеневский проспект;NULL
2286;Плавский проезд;NULL
2287;Москва, 3-й Самотечный переулок;NULL
2288;Москва,  Красная Пресня;NULL
2289;Москва,  Генерала Тюленева;NULL
2290;Москва,  Маршала Мерецкова;NULL
2291;Москва,  Новая Башиловка;NULL
2292;Москва, Мичуринский проспект;NULL
2293;Москва, 10-я Парковая;NULL
2294;Москва, Рубцовская набережная;NULL
2295;Москва, Ленинский проспект;NULL
2296;Москва, Кудринская площадь;NULL
2297;Москва, Трехпрудный переулок;NULL
2298;Москва, Малый Козихинский переулок;NULL
2299;Москва, Котельническая набережная;NULL
2300;Москва, Малый Калитниковский проезд;NULL
2301;Москва, Писцовая;NULL
2302;Москва, Верхняя;NULL
2303;Москва, набережная Академика Туполева;NULL
2304;Москва, Озерковская набережная;NULL
2305;Москва, Большая Грузинская;NULL
2306;Москва, Денежный переулок;NULL
2307;Москва,  1812 Года;NULL
2308;Двинцев;NULL
2309;Москва, Белореченская;NULL
2310;Москва, Мосфильмовская;NULL
2311;проезд Кирова;NULL
2312;Москва, Минская;NULL
2313;Москва,  Арбат;NULL
2314;Западный административный округ;NULL
2315;Москва, Болотниковская;NULL
2316;Левобережная;NULL
2317;Москва, Пятницкое шоссе;NULL
2318;Москва,  Крымский Вал;NULL
2319;Москва,  Гарибальди;NULL
2320;Москва,  Толбухина;NULL
2321;Москва, проспект Вернадского;NULL
2322;5-й Котельнический переулок;NULL
2323;1-й Красногвардейский проезд;NULL
2324;Уссурийская;NULL
2325;Садовое кольцо;NULL
2326;Москва,  Удальцова;NULL
2327;Москва, Большой Афанасьевский переулок;NULL
2328;Москва, Юрловский проезд;NULL
2329;Москва, 2-я Ямская;NULL
2330;Москва, Садовая-Кудринская;NULL
2331;Москва, Большой Каретный переулок;NULL
2332;микрорайон Северное Чертаново, Южный административный округ;NULL
2333;Москва,  Строителей;NULL
2334;Девятая Рота;NULL
2335;Волховский переулок;NULL
2336;Москва, Гагаринский переулок;NULL
2337;Москва, Крутицкая набережная;NULL
2338;Москва, Карамышевская набережная;NULL
2339;Москва,  Малая Дмитровка;NULL
2340;Москва,  Куусинена;NULL
2341;Москва, Крылатская;NULL
2342;Москва, 5-й Котельнический переулок;NULL
2343;2-я Дубровская;NULL
2344;Остафьевская;NULL
2345;Москва, 1-я Миусская;NULL
2346;Москва,  Крылатские Холмы;NULL
2347;Москва, Донская;NULL
2348;Москва, 4-й Красносельский переулок;NULL
2349;Москва, Смоленская набережная;NULL
2350;Москва, 2-й Колобовский переулок;NULL
2351;Москва, Большая Серпуховская;NULL
2352;Сормовская;NULL
2353;Москва, Авиационная;NULL
2354;Москва, Смоленская-Сенная площадь;NULL
2355;Москва, Ленинградский проспект;NULL
2356;Москва, Пресненский переулок;NULL
2357;1-й Щемиловский переулок;NULL
2358;Москва,  Гиляровского;NULL
2359;Москва,  1905 Года;NULL
2360;Москва, Петровско-Разумовская аллея;NULL
2361;Москва, Садовая-Черногрязская;NULL
2362;Головинское шоссе;NULL
2363;проезд Гончарный;NULL
2364;Москва, Тверская;NULL
2365;Москва, Сельскохозяйственная;NULL
2366;Москва, Малый Патриарший переулок;NULL
2367;Москва, Давыдковская;NULL
2368;Москва, Новинский бульвар;NULL
2369;Москва, Хорошевское шоссе;NULL
2370;Москва,  Академика Понтрягина;NULL
2371;Москва,  Новинки;NULL
2372;Москва, Новочеремушкинская;NULL
2373;Москва, Профсоюзная;NULL
2374;Северодвинская;NULL
2375;Москва, Беломорская;NULL
2376;Радужная;NULL
2377;Москва,  Марии Ульяновой;NULL
2378;Зеленоградский административный округ;NULL
2379;Москва, переулок Сивцев Вражек;NULL
2380;Москва,  26 Бакинских Комиссаров;NULL
2381;Москва, Ленинградское шоссе;NULL
2382;Малая Юшуньская;NULL
2383;Москва, Восточная;NULL
2384;1-й Ботанический проезд;NULL
2385;Москва, Молодогвардейская;NULL
2386;Москва, Руновский переулок;NULL
2387;Москва,  Раменки;NULL
2388;Курская;NULL
2389;Москва,  Расковой;NULL
2390;Москва, Украинский бульвар;NULL
2391;Москва, 2-я  Марьиной Рощи;NULL
2392;2-я Рыбинская;NULL
2393;Южнопортовая;NULL
2394;Москва, Перуновский переулок;NULL
2395;Тенистый проезд;NULL
2396;Москва, Зоологическая;NULL
2397;Москва,  Ленинская Слобода;NULL
2398;Сталеваров;NULL
2399;Москва,  Островитянова;NULL
2400;Москва,  Климашкина;NULL
2401;Москва, Новая Басманная;NULL
2402;Москва,  Саляма Адиля;NULL
2403;Москва, Малый Власьевский переулок;NULL
2404;Марьинский бульвар;NULL
2405;Николоямской тупик;NULL
2406;Арбатская площадь;NULL
2407;Илимская;NULL
2408;3-й Новоподмосковный переулок;NULL
2409;4-й Крутицкий переулок;NULL
2410;Москва, 2-й Павловский переулок;NULL
2411;Москва, Долгоруковская;NULL
2412;Москва, Луков переулок;NULL
2413;Москва, Спасская;NULL
2414;площадь Абельмановская Застава;NULL
2415;Соловьиная;NULL
2416;Москва, Большая Дорогомиловская;NULL
2417;Москва, Большая Черемушкинская;NULL
2418;Москва,  Олеко Дундича;NULL
2419;Москва, 1-я Дубровская;NULL
2420;Будайский проезд;NULL
2421;Москва, Сосновая;NULL
2422;Москва, Глинистый переулок;NULL
2423;Москва, Егерская;NULL
2424;Москва, Ломоносовский проспект;NULL
2425;район Чертаново Северное, микрорайон Северное Чертаново;NULL
2426;Москва, Кавказский бульвар;NULL
2427;Москва, Флотская;NULL
2428;3-й Красносельский переулок;NULL
2429;Коцюбинского;NULL
2430;Москва, микрорайон Северное Чертаново;NULL
2431;Москва, Спиридоньевский переулок;NULL
2432;Москва, Малый Каковинский переулок;NULL
2433;Москва, Большая Татарская;NULL
2434;Улица Летчика Грицевца;NULL
2435;1-й Нижний Михайловский проезд;NULL
2436;Москва, Нежинская;NULL
2437;Москва, Пожарский переулок;NULL
2438;Москва, Слесарный переулок;NULL
2439;Донская площадь;NULL
2440;Москва,  Серафимовича;NULL
2441;Москва, Нахимовский проспект;NULL
2442;Москва,  Крупской;NULL
2443;Москва, проспект Маршала Жукова;NULL
2444;Москва,  Маршала Соколовского;NULL
2445;Москва, Николоямский переулок;NULL
2446;2-я  Бебеля;NULL
2447;Москва, Рабочая;NULL
2448;Москва, проспект Мира;NULL
2449;Долгова;NULL
2450;Москва, бульвар Дмитрия Донского;NULL
2451;Москва, 1-я Фрунзенская;NULL
2452;Москва, Садовая-Самотечная;NULL
2453;Москва, Новокузнецкая;NULL
2454;Москва, Малая Набережная;NULL
2455;Москва, Малый Харитоньевский переулок;NULL
2456;Москва, Брюсов переулок;NULL
2457;Москва,  Лефортовский Вал;NULL
2458;Москва,  Введенского;NULL
2459;Москва, Варшавское шоссе;NULL
2460;Москва, 2-я  Бебеля;NULL
2461;Москва,  Коштоянца;NULL
2462;Моршанская;NULL
2463;Ставропольский проезд;NULL
2464;Матросская Тишина;NULL
2465;Москва, Краснопресненская набережная;NULL
2466;Москва, Ярцевская;NULL
2467;Москва, Померанцев переулок;NULL
2468;Москва, Скатертный переулок;NULL
2469;Москва,  Покрышкина;NULL
2470;Москва, 1-й Колобовский переулок;NULL
2471;Москва, Есенинский бульвар;NULL
2472;Серпуховская площадь;NULL
2473;Москва, 2-я Брестская;NULL
2474;Москва, Сколковское шоссе;NULL
2475;Москва,  Цюрупы;NULL
2476;Москва,  Дмитрия Ульянова;NULL
2477;Москва,  Гризодубовой;NULL
2478;Университетская площадь;NULL
2479;Москва,  Миклухо-Маклая;NULL
2480;Москва, Домодедовская;NULL
2481;Москва, Гончарная;NULL
2482;Москва, Ходынская;NULL
2483;Комсомольская площадь;NULL
2484;Москва, Южнопортовая;NULL
2485;Москва,  Вавилова;NULL
2486;Москва,  Вучетича;NULL
2487;Москва, Дмитровское шоссе;NULL
2488;Расторгуевский переулок;NULL
2489;Лечебная;NULL
2490;Москва,  Лобачевского;NULL
2491;Москва, Левобережная;NULL
2492;Москва, 1-я Муравская;NULL
2493;4-й Рощинский проезд;NULL
2494;Москва, Краснопролетарская;NULL
2495;Путевой проезд;NULL
2496;Москва, Петровский переулок;NULL
2497;Москва, Перекопская;NULL
2498;Москва, Братиславская;NULL
2499;Москва, Гончарный проезд;NULL
2500;Москва, Малая Бронная;NULL
2501;Москва, Волоколамское шоссе;NULL
2502;Москва, Кривоарбатский переулок;NULL
2503;Москва,  Сальвадора Альенде;NULL
2504;Москва, Скобелевская;NULL
2505;Путейский тупик;NULL
2506;Москва,  Костякова;NULL
2507;Москва,  Машкова;NULL
2508;Москва, Яузская;NULL
2509;Малая Андроньевская;NULL
2510;Москва,  Бочкова;NULL
2511;Москва,  Васильцовский Стан;NULL
2512;Москва, бульвар Маршала Рокоссовского;NULL
2513;Москва, Космодамианская набережная;NULL
2514;Москва, Потешная;NULL
2515;Москва, Студенецкий переулок;NULL
2516;Москва, Шелепихинское шоссе;NULL
2517;Москва, Ясеневая;NULL
2518;4-я  8 Марта;NULL
2519;Москва,  Черняховского;NULL
2520;Москва, 1-я  Машиностроения;NULL
2521;Москва, Производственная;NULL
2522;Москва, Радужная;NULL
2523;Красногвардейский район,  Академика Янгеля;NULL
2524;Новая Дорога;NULL
2525;Новотушинский проезд;NULL
2526;Полбина;NULL
2527;Рязанский проспект (дублер);NULL
2528;Москва,  Бориса Жигуленкова;NULL
2529;Москва, Миллионная;NULL
2530;Москва, Ореховый проезд;NULL
2531;Москва, Осенняя;NULL
2532;Танковый проезд;NULL
2533;Москва,  Пресненский Вал;NULL
2534;Москва, Дубининская;NULL
2535;Москва, Верхняя Красносельская;NULL
2536;Москва,  Ивана Бабушкина;NULL
2537;Москва, Большой Головин переулок;NULL
2538;1-й Новотихвинский переулок;NULL
2539;Москва, Большой Харитоньевский переулок;NULL
2540;Москва, Пятницкая;NULL
2541;Москва, Окская;NULL
2542;проспект Мира (дублер);NULL
2543;Москва,  Большая Ордынка;NULL
2544;Москва, Комсомольский проспект;NULL
2545;Москва, Русаковская;NULL
2546;Москва,  Лестева;NULL
2547;Старая площадь;NULL
2548;Панкратьевский переулок;NULL
2549;Москва,  Каховка;NULL
2550;Москва,  Земляной Вал;NULL
2551;Москва, Звенигородская;NULL
2552;Москва, Симферопольский бульвар;NULL
2553;проезд Досфлота;NULL
2554;Москва, Таганская;NULL
2555;Москва, Сокольническая площадь;NULL
2556;Москва,  Винокурова;NULL
2557;Москва,  Адмирала Макарова;NULL
2558;Москва, Стройковская;NULL
2559;Москва,  Чаплыгина;NULL
2560;Москва,  Плющиха;NULL
2561;Москва, Борисовский проезд;NULL
2562;Москва, Борисовская;NULL
2563;Астрадамская;NULL
2564;Москва,  Кедрова;NULL
2565;Москва, Козицкий переулок;NULL
2566;Чукотский проезд;NULL
2567;Москва,  Казакова;NULL
2568;Кустанайская;NULL
2569;Москва, Тихвинская;NULL
2570;1-й Вешняковский проезд;NULL
2571;3-й Новомихалковский проезд;NULL
2572;5-й квартал Капотни;NULL
2573;Большая Калитниковская;NULL
2574;Москва, Николоямская;NULL
2575;Базовская;NULL
2576;Москва, Угловой переулок;NULL
2577;Москва,  Теплый Стан;NULL
2578;Москва, Кантемировская;NULL
2579;Москва, Химкинский бульвар;NULL
2580;Шумилова;NULL
2581;Москва,  Наметкина;NULL
2582;Москва, Лаврушинский переулок;NULL
2583;Москва, Садовническая набережная;NULL
2584;Лескова;NULL
2585;Москва, Криворожская;NULL
2586;Москва, Погонный проезд;NULL
2587;Москва, Нелидовская;NULL
2588;Москва,  Пырьева;NULL
2589;3-я Рощинская;NULL
2590;Москва, Несвижский переулок;NULL
2591;Москва, Люблинская;NULL
2592;Москва,  Герасима Курина;NULL
2593;Москва,  Генерала Глаголева;NULL
2594;Москва, Тихая;NULL
2595;Москва,  Академика Опарина;NULL
2596;Москва, Алтуфьевское шоссе;NULL
2597;Москва, Вспольный переулок;NULL
2598;Москва,  Авиаконструктора Микояна;NULL
2599;Авиаконструктора Петлякова;NULL
2600;Москва, Пресненская набережная;NULL
2601;Москва, Кастанаевская;NULL
2602;Москва, Новохорошевский проезд;NULL
2603;Москва, Уланский переулок;NULL
2604;Москва, Ходынский бульвар;NULL
2605;Москва,  Мусы Джалиля;NULL
2606;Москва, Рузская;NULL
2607;Москва,  Генерала Ермолова;NULL
2608;Москва, Садовническая;NULL
2609;Москва, Бутырская;NULL
2610;Кошкина;NULL
2611;Москва, 6-й Новоподмосковный переулок;NULL
2612;Москва, Студенческая;NULL
2613;Ташкентский переулок;NULL
2614;Москва, Зеленодольская;NULL
2615;Москва, Малый Козловский переулок;NULL
2616;Москва,  Шумкина;NULL
2617;Москва, Большой Ржевский переулок;NULL
2618;Москва, Калашный переулок;NULL
2619;Москва,  Главмосстроя;NULL
2620;Москва, Старомонетный переулок;NULL
2621;Москва, Малая Филевская;NULL
2622;Москва,  Спиридоновка;NULL
2623;Москва, Кировоградская;NULL
2624;Москва,  Перерва;NULL
2625;Москва, Пречистенский переулок;NULL
2626;Нагатинский бульвар;NULL
2627;Москва,  Раевского;NULL
2628;Москва, Матвеевская;NULL
2629;Москва, Трифоновская;NULL
2630;Москва,  Грузинский Вал;NULL
2631;Москва, Ружейный переулок;NULL
2632;Москва,  Милашенкова;NULL
2633;Москва, Чистопрудный бульвар;NULL
2634;Москва,  Павла Корчагина;NULL
2635;Москва, Кутузовский проспект;NULL
2636;Москва, Велозаводская;NULL
2637;Москва, Староконюшенный переулок;NULL
2638;Москва, Ботаническая;NULL
2639;переулок Чернышевского;NULL
2640;Москва, Кольская;NULL
2641;Москва, Бутиковский переулок;NULL
2642;Москва, Волочаевская;NULL
2643;Москва,  Зои и Александра Космодемьянских;NULL
2644;Москва,  Академика Пилюгина;NULL
2645;Москва, Большая Никитская;NULL
2646;Проектируемый проезд № 5464;NULL
2647;Москва,  Бажова;NULL
2648;Москва, Кривоколенный переулок;NULL
2649;Москва, Малый Левшинский переулок;NULL
2650;Москва, Шереметьевская;NULL
2651;Москва,  Генерала Белобородова;NULL
2652;8-го Марта;NULL
2653;Москва, Воротниковский переулок;NULL
2654;Москва, Большой Козихинский переулок;NULL
2655;Москва, проезд Шокальского;NULL
2656;Генерала Дорохова;NULL
2657;Москва, Мещанская;NULL
2658;Москва, 3-й Дорожный проезд;NULL
2659;Москва,  Шверника;NULL
2660;Электрозаводская;NULL
2661;2-я Новоостанкинская ул.;NULL
2662;Москва, Веерная;NULL
2663;3-я Гражданская ул.;NULL
2664;Москва, 1-я Тверская-Ямская;NULL
2665;Дачная;NULL
2666;Медынская;NULL
2667;3-я Хорошевская;NULL
2668;Москва, Инженерная;NULL
2669;шоссе Энтузиастов (дублер) (стр.);NULL
2670;Москва, Смоленский бульвар;NULL
2671;Москва,  Столетова;NULL
2672;проезд Шломина;NULL
2673;Москва, Новочеркасский бульвар;NULL
2674;Москва,  Павла Андреева;NULL
2675;Москва, Коломенский проезд;NULL
2676;Москва, Староалексеевская;NULL
2677;2-й Митинский переулок;NULL
2678;Москва, Рублевское шоссе;NULL
2679;Москва,  Усиевича;NULL
2680;Москва, Кутузовский проезд;NULL
2681;Москва, Маломосковская;NULL
2682;Москва, 2-я Миусская;NULL
2683;Москва, 2-я Черногрязская;NULL
2684;Москва, Просторная;NULL
2685;Москва, Дербеневская набережная;NULL
2686;Москва, 4-я Тверская-Ямская;NULL
2687;Москва, Молодежная;NULL
2688;Москва, Коровинский проезд;NULL
2689;Москва,  Сайкина;NULL
2690;Москва, Мансуровский переулок;NULL
2691;Москва,  Красина;NULL
2692;Москва, Ростовская набережная;NULL
2693;Новоданиловский проезд;NULL
2694;Москва,  Пудовкина;NULL
2695;1-я Магистральная;NULL
2696;Москва, Оболенский переулок;NULL
2697;район Капотня, 5-й квартал Капотни;NULL
2698;Москва, Автозаводская;NULL
2699;Маршала Чуйкова;NULL
2700;Серегина;NULL
2701;Москва, Пенягинская;NULL
2702;Москва,  Свободы;NULL
2703;Москва, Молочный переулок;NULL
2704;Осипенко;NULL
2705;Москва, Носовихинское шоссе;NULL
2706;9-я Северная линия;NULL
2707;Москва, Тверской бульвар;NULL
2708;Москва,  Большая Полянка;NULL
2709;Москва, Большой Девятинский переулок;NULL
2710;Москва, Чистый переулок;NULL
2711;Москва, Народная;NULL
2712;Зубарев переулок;NULL
2713;Москва, Муравская;NULL
2714;Широкий проезд;NULL
2715;Москва,  Верхняя Масловка;NULL
2716;Москва, 1-й Рижский переулок;NULL
2717;Москва,  Фабрициуса;NULL
2718;Москва, Плотников переулок;NULL
2719;Москва, Фурманный переулок;NULL
2720;Москва, Южнобутовская;NULL
2721;Москва, Докучаев переулок;NULL
2722;Минусинская;NULL
2723;Москва, Жигулевская;NULL
2724;Москва, Даниловская набережная;NULL
2725;Бибиревская;NULL
2726;Москва,  Юных Ленинцев;NULL
2727;Москва,  Поляны;NULL
2728;Александры Монаховой;NULL
2729;Фомичевой;NULL
2730;Москва,  Новаторов;NULL
2731;Варшавская эстакада;NULL
2732;Джанкойская;NULL
2733;Москва, Инициативная;NULL
2734;Москва, Новослободская;NULL
2735;Москва,  Малые Каменщики;NULL
2736;Москва, Кожевническая;NULL
2737;Москва,  Анатолия Живова;NULL
2738;Москва,  Архитектора Власова;NULL
2739;Москва, Литовский бульвар;NULL
2740;путепровод Ивана Франко;NULL
2741;Машкинское шоссе;NULL
2742;Москва,  Дыбенко;NULL
2743;Москва, Большой Гнездниковский переулок;NULL
2744;Москва, Старопименовский переулок;NULL
2745;Москва,  Академика Петровского;NULL
2746;Москва,  Панфилова;NULL
2747;Центральная;NULL
2748;Юрьевский переулок;NULL
2749;Москва,  26-ти Бакинских Комиссаров;NULL
2750;Москва, Большая Академическая;NULL
2751;Москва, 2-й Хвостов переулок;NULL
2752;Москва, 1-я Брестская;NULL
2753;Москва,  Полины Осипенко;NULL
2754;Москва,  Маршала Тимошенко;NULL
2755;Москва, Никитский бульвар;NULL
2756;Москва, Игарский проезд;NULL
2757;Югорский проезд;NULL
2758;Москва,  Зорге;NULL
2759;Москва,  Грина;NULL
2760;Москва,  Верхние Поля;NULL
2761;Москва, Конюшковская;NULL
2762;Земляничная;NULL
2763;Москва, 9-я Парковая;NULL
2764;Москва, Карманицкий переулок;NULL
2765;Москва, Марксистская;NULL
2766;Троицкая площадь;NULL
2767;Москва,  Дружбы;NULL
2768;Москва, 7-й Ростовский переулок;NULL
2769;Москва, Лазаревский переулок;NULL
2770;Москва, Солдатская;NULL
2771;Москва, Лермонтовский проспект;NULL
2772;район Чертаново Северное;NULL
2773;Москва, Киевская;NULL
2774;Москва, Щукинская;NULL
2775;Москва, Шмитовский проезд;NULL
2776;Москва,  Степана Супруна;NULL
2777;Москва,  Шаболовка;NULL
2778;Москва, проезд Соломенной Сторожки;NULL
2779;Москва, Рязанский проспект;NULL
2780;Москва, Каланчевская;NULL
2781;ул. Лесная;NULL
2782;Москва, Знаменская;NULL
2783;Москва, Столярный переулок;NULL
2784;Москва, Большая Остроумовская;NULL
